STATECD,tree_count,mean_carbon,median_carbon,min_carbon,max_carbon
13,1459434,238.9287410330998,84.498648,0.200452,66875.541209
1,854958,212.94562310854218,79.491161,0.017175,16218.876788
23,832606,124.83227205188167,63.498005500000005,0.006032,7742.190219
41,629090,1240.7202859839927,200.213116,0.128792,97377.542504
53,407671,940.1413145911336,186.453892,0.186841,77959.239492
6,356790,1256.139226410244,196.108805,0.117182,180422.108817
